parent_asin,avg_rating,review_count,credibility_score,themes_counts,themes_pct,summary,evidence,pos_snippets,neg_snippets,formatted_summary
B077FFCS6F,4.278,54,1,"Fit (5), Quality (3), Usability (2), Delivery (1)","Fit 45%, Quality 27%, Usability 18%, Delivery 9%",Reviewers give the product five stars for effectiveness and comfort. The holes in the earring backs are too small for the shafts if any of the earrings are worn out. They are designed so you can tighten or loosen the clasp so they're adjusted just the way you want them.,This is a good earring that works well lifting heavier pieces. | Effective and comfortable Perfect for droopy ear lobes. | Very impressed and loving that  Good quality.,"This is a good earring that works well lifting heavier pieces. | Literally the best thing ever,   On top of it  Great for earrings.","Firstly the holes in these backs are too small for the shafts if any of   A waste of  excellent service. | Hole is a little small, but pushing a nail in fixed it As things stand, the purchase was a waste of time and money..","Based on 54 verified reviews (avg rating 4.3/5, credibility 1.00). Top themes: Fit 45%, Quality 27%, Usability 18%, Delivery 9%. Reviewers give the product five stars for effectiveness and comfort. The holes in the earring backs are too small for the shafts if any of the earrings are worn out. They are designed so you can tighten or loosen the clasp so they're adjusted just the way you want them."
B077JJSRPG,3.765,51,1,"Value (8), Scent (6), Quality (1), Delivery (1)","Value 50%, Scent 38%, Quality 6%, Delivery 6%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.","Really great value and works just as well as much more expensive products. | great product<br />comes fast, well packaged and really works well. | Reasonably priced and works just as well as more expensive brands.","great product<br />comes fast, well packaged and really works well. | Really great value and works just as well as much more expensive products.",There’s no unpleasant smell either. | Really great value and works just as well as much more expensive products.,"Based on 51 verified reviews (avg rating 3.8/5, credibility 1.00). Top themes: Value 50%, Scent 38%, Quality 6%, Delivery 6%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B077KQRS49,3.842,171,1,"Usability (22), Value (4), Quality (1)","Usability 81%, Value 15%, Quality 4%","Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.",Love the stamp it’s easy to use aand easy to take off! | I’m using the regular eyeliner because the wing its awful Not very easy to use.. | Worst eyeliner ever but it's a good product and worth the price.,Love the stamp it’s easy to use aand easy to take off! | Actually works and it is so easy!,A little difficult to use. | So not a complete waste.,"Based on 171 verified reviews (avg rating 3.8/5, credibility 1.00). Top themes: Usability 81%, Value 15%, Quality 4%. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B077QTTH7Z,4.7,50,1,"Scent (31), Value (4), Usability (3)","Scent 82%, Value 11%, Usability 8%","Pinaud's Clubman is the most manly scent powder on the market. It has kind of a whisky scent to it and keeps  a wonderful, light fragrance-. a great scent, and a good amount of product Great Scent Just Note It Is Not Talc.","Shaving and body talc with great smell No cleaner smell than this..... | a great scent, and a good amount of product Great Scent Just Note It Is Not Talc. | Scent is great, last a while, great price.","Great for summer...keeps you dry with a great scent...recommended Smooth and Smells Food!. | a great scent, and a good amount of product Great Scent Just Note It Is Not Talc.",Shaving and body talc with great smell No cleaner smell than this..... | You will smell like a Stallion in it's prime.,"Based on 50 verified reviews (avg rating 4.7/5, credibility 1.00). Top themes: Scent 82%, Value 11%, Usability 8%. Pinaud's Clubman is the most manly scent powder on the market. It has kind of a whisky scent to it and keeps  a wonderful, light fragrance-. a great scent, and a good amount of product Great Scent Just Note It Is Not Talc."
B077R9DW9L,4,61,1,"Value (8), Quality (7), Delivery (3), Fit (3), Content (2), Usability (1)","Value 33%, Quality 29%, Delivery 12%, Fit 12%, Content 8%, Usability 4%","Reviews are summarizing a batch of product reviews. Do not use first-person words (I, my, me, we, our). No external facts; only use information present in the input. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.","Almost worth paying twice for, stunning craftsmanship for the price. | Good size, nice and sturdy, ! | just love them great quality!!!!!!!","Yessss, so great  Perfect!. | just love them great quality!!!!!!!",It came broken and when I put the ball in the spring wasn’t around really a bummer . | Waste of money.,"Based on 61 verified reviews (avg rating 4.0/5, credibility 1.00). Top themes: Value 33%, Quality 29%, Delivery 12%, Fit 12%, Content 8%, Usability 4%. Reviews are summarizing a batch of product reviews. Do not use first-person words (I, my, me, we, our). No external facts; only use information present in the input. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B077YR59ZR,4.797,74,1,"Value (9), Quality (8), Usability (5), Delivery (4), Fit (3)","Value 31%, Quality 28%, Usability 17%, Delivery 14%, Fit 10%",The adhesive on these stickers is terrible. They're the size of a half dollar and adds a nice touch to packaging. The only fault with this is the fact that they places a sticker on the stickers themselves so that might be some wasted there. They look cute and the quality is top! For the price you can’t beat it!,"They work great for what  They work great on any surface for the baking and sewing I use them to add to the package Great deal!. | Nice stickers, great quality, fast shipping Good size and very cute. | Great quality & perfect for  Good stickers.",They work great for what  They work great on any surface for the baking and sewing I use them to add to the package Great deal!. | love them they stick very well on  Doesn’t stick well.,Great price and product The adhesive on these stickers is terrible. | The adhesive on these stickers is terrible.,"Based on 74 verified reviews (avg rating 4.8/5, credibility 1.00). Top themes: Value 31%, Quality 28%, Usability 17%, Delivery 14%, Fit 10%. The adhesive on these stickers is terrible. They're the size of a half dollar and adds a nice touch to packaging. The only fault with this is the fact that they places a sticker on the stickers themselves so that might be some wasted there. They look cute and the quality is top! For the price you can’t beat it!"
B078397R2G,4.051,99,1,"Usability (5), Fit (5), Value (2), Quality (1), Delivery (1)","Usability 36%, Fit 36%, Value 14%, Quality 7%, Delivery 7%","Reviews are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Do NOT use first-person words (I, my, me, we, our)","Glad  Came fast well packaged works great Great!. | Best curling iron  Best curling iron  ---but this thing is fast fast fast to heat up, good and long so longer hair has plenty of room (holds a lot of hair), is super smooth to hair, has a little temperature gauge so you can make sure you're not frying. | Things  The item arrived quickly and was a good price.","Glad  Came fast well packaged works great Great!. | Best curling iron  Best curling iron  ---but this thing is fast fast fast to heat up, good and long so longer hair has plenty of room (holds a lot of hair), is super smooth to hair, has a little temperature gauge so you can make sure you're not frying.",It was truly a waste of money. | smelled terrible once heated up and did not curl.,"Based on 99 verified reviews (avg rating 4.1/5, credibility 1.00). Top themes: Usability 36%, Fit 36%, Value 14%, Quality 7%, Delivery 7%. Reviews are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Do NOT use first-person words (I, my, me, we, our)"
B0787HPL6D,4.02,51,1,"Usability (25), Value (2)","Usability 93%, Value 7%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.","The product is easy to use and the pack comes with a lot of color options for a reasonable price. | Does leave your hair greasy Easy to use, looked great. | Great colors and easy to use!.","Did it with my grandkids<br />It was fun and easy to do<br />Would definitely recommend not for dark hair. | Does leave your hair greasy Easy to use, looked great.",Difficult to use. | These are thick and difficult to use.,"Based on 51 verified reviews (avg rating 4.0/5, credibility 1.00). Top themes: Usability 93%, Value 7%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B07894LH23,4.724,127,1,"Scent (9), Usability (3), Quality (2), Fit (2), Value (1)","Scent 53%, Usability 18%, Quality 12%, Fit 12%, Value 6%","Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences. Do not use first-person words (I, my, me, we, our)",the smell is a bit powerful due to the Lye but it is not too bad. | It lathers just the right amount for showering.<br />The bar is a little big at first for  Easy to use. | Olive is the natural product of Mediterranean and this is a quality soap   Not crazy about the smell.,"Great natural-feeling soap, leaves  Great for shaving, too. | Great natural packaging - makes a great gift.",the smell is a bit powerful due to the Lye but it is not too bad. | Olive is the natural product of Mediterranean and this is a quality soap   Not crazy about the smell.,"Based on 127 verified reviews (avg rating 4.7/5, credibility 1.00). Top themes: Scent 53%, Usability 18%, Quality 12%, Fit 12%, Value 6%. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences. Do not use first-person words (I, my, me, we, our)"
B0789759NC,4.458,59,1,"Scent (20), Usability (5), Delivery (3), Quality (2), Value (2), Battery (1)","Scent 61%, Usability 15%, Delivery 9%, Quality 6%, Value 6%, Battery 3%","Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences. Don’t change anything about this oil unless you make the attractio.","it's use hasn't exactly worked yet but its only been a day :-) the smell is the most amazing smell!!! | Smell great, quick shipping and works! | Anymore and it smell kinda funny   I forget to use it to attract things lol Fast delivery.","It works really works.... | Smell great, quick shipping and works!",it's use hasn't exactly worked yet but its only been a day :-) the smell is the most amazing smell!!! | The smell is alright in very light sperts.,"Based on 59 verified reviews (avg rating 4.5/5, credibility 1.00). Top themes: Scent 61%, Usability 15%, Delivery 9%, Quality 6%, Value 6%, Battery 3%. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences. Don’t change anything about this oil unless you make the attractio."
B078GB1Y4S,4.393,61,1,"Usability (19), Quality (11), Value (10), Fit (5), Delivery (1)","Usability 41%, Quality 24%, Value 22%, Fit 11%, Delivery 2%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Do not use first-person words (I, my, me, we). No external facts; only use information present in the input.","It's works amazing, and  It's more comfortable to use, and snags  The handle is comfortable, and the whole thing is really well made. | Good brush-it's really big though, so it's overkill for  Sturdy, feels good on  Great quality. | This brush is sturdy and I love how it feels in my hair Good quality.","Just what   Good product at a great price but it doesn't hold up well over time. | It's works amazing, and  It's more comfortable to use, and snags  The handle is comfortable, and the whole thing is really well made.",Love this brush. | This brush is sturdy and I love how it feels in my hair Good quality.,"Based on 61 verified reviews (avg rating 4.4/5, credibility 1.00). Top themes: Usability 41%, Quality 24%, Value 22%, Fit 11%, Delivery 2%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Do not use first-person words (I, my, me, we). No external facts; only use information present in the input."
B078H884ZG,3.892,65,1,"Usability (15), Value (12), Quality (10), Delivery (5), Fit (1)","Usability 35%, Value 28%, Quality 23%, Delivery 12%, Fit 2%","The plastic is a little thin if you're constantly taking wigs on and off. The cap drys completely at the same time as the hair dryer and hanger. Easy to assemble, the top circle on one of them wasn't snug and popped off but it is on there okay.","They keep curving to the side when  Easy to put together and a good price. | Good for the price, makes wig storage easy Useful. | Not that great  the circle at the top keeps falling off Right price and works great.",Good product and it works very well.. | Not that great  the circle at the top keeps falling off Right price and works great.,This is a little disappointing. | Not bad so far..,"Based on 65 verified reviews (avg rating 3.9/5, credibility 1.00). Top themes: Usability 35%, Value 28%, Quality 23%, Delivery 12%, Fit 2%. The plastic is a little thin if you're constantly taking wigs on and off. The cap drys completely at the same time as the hair dryer and hanger. Easy to assemble, the top circle on one of them wasn't snug and popped off but it is on there okay."
B078J32XBK,3.821,268,1,"Fit (14), Value (13), Usability (8), Quality (5), Noise (3), Delivery (2), Battery (2)","Fit 30%, Value 28%, Usability 17%, Quality 11%, Noise 6%, Delivery 4%, Battery 4%","The full size tank lasts for 90 seconds and everything is as it should be. The travel is really compact and easy to use. The size is great as not to take up to much room. The small one is okay but the larger one is very weak, not enough power. You can't get a better deal anywhere.",This is a really good deal to get both the full size and travel size together. | Very pleased with   Recently having trouble with   The travel size is compact and perfect for   Very easy to operate and clean. | single.time    Excellent deal and works Great!.,This is a great set and works great. | single.time    Excellent deal and works Great!.,Terrible Product. | Poor construction.,"Based on 268 verified reviews (avg rating 3.8/5, credibility 1.00). Top themes: Fit 30%, Value 28%, Usability 17%, Quality 11%, Noise 6%, Delivery 4%, Battery 4%. The full size tank lasts for 90 seconds and everything is as it should be. The travel is really compact and easy to use. The size is great as not to take up to much room. The small one is okay but the larger one is very weak, not enough power. You can't get a better deal anywhere."
B078JFH7QV,4.733,120,1,"Quality (8), Delivery (5), Value (4), Usability (3), Fit (3), Battery (2)","Quality 32%, Delivery 20%, Value 16%, Usability 12%, Fit 12%, Battery 8%","The mannequin is beautiful, but  the ears are also not able to hold a face mask. The biggest problem is that the earring holes are not drilled all the way through. If it had arrived with no makeup smudges, it would've gotten 5 stars.","Perfect model for <br />Neck is a little bit bulky and chest and is a little bit uneven in  Very well package too! | Perfect for  This mannequin works really well for displaying jewelry for  With a wig, an infinity scarf used as a top, the right angle, and lighting she almost looks like a real person in some photos (a couple of people have even asked who  Originally, the ear holes didn't to go all the way through from the front of the ear to the back so  As the ear holes a little big  You can see the unedited ear in the last photo. | It's REALLY hard to get it drilled correctly and not mess up the soft plastic around the front ear hole so if you are going to use it for ear rings just be very careful.","Perfect for  This mannequin works really well for displaying jewelry for  With a wig, an infinity scarf used as a top, the right angle, and lighting she almost looks like a real person in some photos (a couple of people have even asked who  Originally, the ear holes didn't to go all the way through from the front of the ear to the back so  As the ear holes a little big  You can see the unedited ear in the last photo. | Perfect model for <br />Neck is a little bit bulky and chest and is a little bit uneven in  Very well package too!",It's REALLY hard to get it drilled correctly and not mess up the soft plastic around the front ear hole so if you are going to use it for ear rings just be very careful. | A bit expensive but I love this Pretty.,"Based on 120 verified reviews (avg rating 4.7/5, credibility 1.00). Top themes: Quality 32%, Delivery 20%, Value 16%, Usability 12%, Fit 12%, Battery 8%. The mannequin is beautiful, but  the ears are also not able to hold a face mask. The biggest problem is that the earring holes are not drilled all the way through. If it had arrived with no makeup smudges, it would've gotten 5 stars."
B078JRS4LJ,4.567,97,1,"Quality (23), Value (23), Fit (9), Usability (2), Delivery (1)","Quality 40%, Value 40%, Fit 16%, Usability 3%, Delivery 2%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.","Great price, been telling family and friends about this amazing deal Poor quality,  [[VIDEOID:e3d6cd99bfefc4de1abecf6649d7a2ad]]  Some bows have glue sticking all over the top. | it is a great time arrival and good price Good Quality and Adorable. | They aren't extremely durable, but for the price it is definitely well worth the purchase!",it is a great time arrival and good price Good Quality and Adorable. | Love love love them!,"Very beautiful and big, love it for  Very Poor Quality. | The ribbon itself is nice but paired with very poor construction and low quality clip.","Based on 97 verified reviews (avg rating 4.6/5, credibility 1.00). Top themes: Quality 40%, Value 40%, Fit 16%, Usability 3%, Delivery 2%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B078K4HSPB,3.929,70,1,"Usability (18), Value (5), Fit (4), Quality (1), Battery (1)","Usability 62%, Value 17%, Fit 14%, Quality 3%, Battery 3%","You are summarizing a batch of product reviews. Do not use first-person words (I, my, me, we, our). No external facts; only use information present in the input. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.","Easy to figure out, easy to use, easy to clean up. | So it's so easy to use I love it, but when i put my brushes to dry in the rack this one fall apart, and I try to put it together several times and it didnt work I finally try to glue it together and I have to say I havent try it with the glue Works Great!. | So easy to use and cleans and dries  Certainly helps make it easier to clean my brushes regularly Good value.","So it's so easy to use I love it, but when i put my brushes to dry in the rack this one fall apart, and I try to put it together several times and it didnt work I finally try to glue it together and I have to say I havent try it with the glue Works Great!. | Easy to figure out, easy to use, easy to clean up.",Seems a little cheaply made and the brushes are very hard to get into the sleeves Works great  and so fast!. | Perfect and easy to use.,"Based on 70 verified reviews (avg rating 3.9/5, credibility 1.00). Top themes: Usability 62%, Value 17%, Fit 14%, Quality 3%, Battery 3%. You are summarizing a batch of product reviews. Do not use first-person words (I, my, me, we, our). No external facts; only use information present in the input. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B078KTR1Y4,3.06,50,1,"Value (7), Delivery (3), Usability (2), Quality (1), Content (1), Battery (1)","Value 47%, Delivery 20%, Usability 13%, Quality 7%, Content 7%, Battery 7%","The polish is fresh, mid density, unique and trendy. It has an average life span unless you overcoat it with gel top coat and cure under uv light. It is fun to experiment with the aqua metallic, pink disco sheer and    Not   There okay.","This brand is a less expensive brand than others, but it is great quality (especially for the price!). | Wonderful color shades Not worth is. | It does last awhile on nails, but easy to pick off and fades slowly.","The sparkly colors are great and  Great nail polish. | It looks like 5 out of 8 are top coats/glitters, which   There is a really good chance  Good for a surprise!.","This brand is a less expensive brand than others, but it is great quality (especially for the price!). | One of the nail polish came open  I'm getting my money  back don't even waste yours Picture is misleading.","Based on 50 verified reviews (avg rating 3.1/5, credibility 1.00). Top themes: Value 47%, Delivery 20%, Usability 13%, Quality 7%, Content 7%, Battery 7%. The polish is fresh, mid density, unique and trendy. It has an average life span unless you overcoat it with gel top coat and cure under uv light. It is fun to experiment with the aqua metallic, pink disco sheer and    Not   There okay."
B078R1YZ3P,4.519,54,1,"Usability (11), Value (10), Quality (4), Delivery (1)","Usability 42%, Value 38%, Quality 15%, Delivery 4%","Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences. No external facts; only use information present in the input.","Love this eyebrow pencil, been looking for a good gray that was not too dark for  Love this product great value. | I bought this because it was a light gray it's very difficult to find light gray pencil works out wonderful love the brush on the end just moved everything out so I will buy again Great value.. | The quality is nice and easy to use.","Love this eyebrow pencil, been looking for a good gray that was not too dark for  Love this product great value. | I bought this because it was a light gray it's very difficult to find light gray pencil works out wonderful love the brush on the end just moved everything out so I will buy again Great value..",I bought this because it was a light gray it's very difficult to find light gray pencil works out wonderful love the brush on the end just moved everything out so I will buy again Great value.. | Very disappointing.,"Based on 54 verified reviews (avg rating 4.5/5, credibility 1.00). Top themes: Usability 42%, Value 38%, Quality 15%, Delivery 4%. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences. No external facts; only use information present in the input."
B078TWJWPS,3.37,54,1,"Usability (21), Value (8), Quality (1)","Usability 70%, Value 27%, Quality 3%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.","Great price and easy to use. | Great product while I was on vacation didn’t have to worry about my eyebrows, it’s stay put at the pool and beach Easy to use. | Product works great, brushes are not worth their weight.","Product works great, brushes are not worth their weight. | It goes on easy and the color is perfect.",The razor was hard for    DONT BUY THIS. | If you press too hard you'll be wasted the product.,"Based on 54 verified reviews (avg rating 3.4/5, credibility 1.00). Top themes: Usability 70%, Value 27%, Quality 3%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B078V3JB8K,4.446,56,1,"Usability (13), Fit (13), Value (3), Delivery (2), Quality (1)","Usability 41%, Fit 41%, Value 9%, Delivery 6%, Quality 3%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.","Easy to fill and use Versatile, small and MUCH easier to squeeze thicker products like conditioner for non-check bags. | Purchased for hand sanitizer use, they squeeze so much and so fast that sanitizer squirts out a lot all at once, hard to limit the amount of liquid that comes out. | Easy to use.","They're colorful, they seal well, and most importantly, they are heat proof - last few plastic containers  Worked great didn’t leak.. | PERFECT size - just because you're allowed 3 oz, doesn't mean  Exactly what I was looking for Great for freezer storage.","Purchased for hand sanitizer use, they squeeze so much and so fast that sanitizer squirts out a lot all at once, hard to limit the amount of liquid that comes out. | Only caution is if you squeeze too hard more than you want will come out!","Based on 56 verified reviews (avg rating 4.4/5, credibility 1.00). Top themes: Usability 41%, Fit 41%, Value 9%, Delivery 6%, Quality 3%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B078VNNN2H,4.24,50,1,"Usability (14), Value (11), Quality (3), Delivery (2), Fit (1)","Usability 45%, Value 35%, Quality 10%, Delivery 6%, Fit 3%",These are alot thicker then the ones you get with the beads in the store. They're very flimsy & hard to come out when you put the beads on them. Holds a lot of beads at one time for easy and quick loading. Better than the metal/wood beaders.,"These are actually more sturdy than the ones you get from the store I thought they were going to be flimsy because it is a value pack but you could probably use one for a long time so having multiple ones you should be good for a while it fits about 10 beads I use jumbo beads so if you use the smaller bees I would say maybe 20 hair beads Great value. | Made doing     They are very large, perfect for long hair and a lot of beads (  Very good quality as well. | Hair beads easy quick for Halloween mix so perfect time less than hours beader one but its best 12 more fast!","Made doing     They are very large, perfect for long hair and a lot of beads (  Very good quality as well. | Hair beads easy quick for Halloween mix so perfect time less than hours beader one but its best 12 more fast!","None of mines have broken YET, but be careful! | They've never failed   Of course a lot have broken but let's be honest it's not like they're made of steel and sometimes   No complaints over here.","Based on 50 verified reviews (avg rating 4.2/5, credibility 1.00). Top themes: Usability 45%, Value 35%, Quality 10%, Delivery 6%, Fit 3%. These are alot thicker then the ones you get with the beads in the store. They're very flimsy & hard to come out when you put the beads on them. Holds a lot of beads at one time for easy and quick loading. Better than the metal/wood beaders."
B078W6XC3C,3.1,60,1,"Usability (11), Battery (5), Value (3)","Usability 58%, Battery 26%, Value 16%","The speed of the brush is so low and it gives off no type of pressure. The sensitive skin brush does nothing for  Plus, the dang brush kept getting stuck and wouldn’t work half the time. The handle looked like it was pre-used. The brushes looked clean. So  3 stars Was this used before????.",Fun and Easy to use. | Really easy to use. | All are easy to clean.,"Have to add batteries but works great Not strong enough. | Its good if you're just looking for a basic face brush, but  The case is a little bulky for traveling especially if you're using a carry-on.",IF you try to press down it will just slow the spin motion. | Very poor product and  Ughhh...,"Based on 60 verified reviews (avg rating 3.1/5, credibility 1.00). Top themes: Usability 58%, Battery 26%, Value 16%. The speed of the brush is so low and it gives off no type of pressure. The sensitive skin brush does nothing for  Plus, the dang brush kept getting stuck and wouldn’t work half the time. The handle looked like it was pre-used. The brushes looked clean. So  3 stars Was this used before????."
B078WZGPDB,4.47,66,1,"Usability (8), Value (7), Quality (2), Delivery (1), Fit (1)","Usability 42%, Value 37%, Quality 11%, Delivery 5%, Fit 5%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.",Three towels in one package is worth the price. | They are easy to use and wash well. | Didn't leave any lint in  Excellent product as well as a great deal!.,"It takes a time or two to get the hang of how to wrap the towel so it suits you best but all in all, it works great. | Didn't leave any lint in  Excellent product as well as a great deal!.","Super soft, light, and perfect!. | This works beautifully!!!","Based on 66 verified reviews (avg rating 4.5/5, credibility 1.00). Top themes: Usability 42%, Value 37%, Quality 11%, Delivery 5%, Fit 5%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B078YCFZDB,4.296,368,1,"Usability (22), Quality (5), Value (4), Fit (3), Delivery (1)","Usability 63%, Quality 14%, Value 11%, Fit 9%, Delivery 3%",Reviewer says it's not a high quality item and the material is like a cheap car wash rag. Amazon provides lots of choices for    It warms up in 20 seconds in the microwave and feels moist and soothing when applied.,"<br /><br />Warming a hand towel with hot water felt good - for a minute - so  Since a reviewer tried this mask as well as a more expensive mask and said they are equally good, <br /><br />It’s easy and comfortable to use and stays warm for about 15 minutes. | Works well, a bit heavy, but easy to use Doesn't last very long. | Easy to use and comfortable!","<br /><br />Warming a hand towel with hot water felt good - for a minute - so  Since a reviewer tried this mask as well as a more expensive mask and said they are equally good, <br /><br />It’s easy and comfortable to use and stays warm for about 15 minutes. | Works well, a bit heavy, but easy to use Doesn't last very long.","<br /><br />Warming a hand towel with hot water felt good - for a minute - so  Since a reviewer tried this mask as well as a more expensive mask and said they are equally good, <br /><br />It’s easy and comfortable to use and stays warm for about 15 minutes. | Waste of money.","Based on 368 verified reviews (avg rating 4.3/5, credibility 1.00). Top themes: Usability 63%, Quality 14%, Value 11%, Fit 9%, Delivery 3%. Reviewer says it's not a high quality item and the material is like a cheap car wash rag. Amazon provides lots of choices for    It warms up in 20 seconds in the microwave and feels moist and soothing when applied."
B078Z6MGVW,4.205,122,1,"Value (9), Delivery (3), Usability (3), Quality (1), Scent (1), Fit (1)","Value 50%, Delivery 17%, Usability 17%, Quality 6%, Scent 6%, Fit 6%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.","This is not human hair looks fake and to shiny waste of money It is very cheap and worth it. | The hair is amazing looks amazing on me absolutely amazing I really like definitely will recommend to everyone I know Too puffy in the ends/bottom. | Honestly,The hair is soft, and forms great around It look like   I love this wig and recommend this to ALL😊 Horrible!!!!!.","The hair is amazing looks amazing on me absolutely amazing I really like definitely will recommend to everyone I know Too puffy in the ends/bottom. | Honestly,The hair is soft, and forms great around It look like   I love this wig and recommend this to ALL😊 Horrible!!!!!.",Bad dye job must have ruined hair. | This is not human hair looks fake and to shiny waste of money It is very cheap and worth it.,"Based on 122 verified reviews (avg rating 4.2/5, credibility 1.00). Top themes: Value 50%, Delivery 17%, Usability 17%, Quality 6%, Scent 6%, Fit 6%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B0791G8SKW,4.309,55,1,"Value (11), Usability (9), Quality (6), Content (2), Delivery (1), Scent (1)","Value 37%, Usability 30%, Quality 20%, Content 7%, Delivery 3%, Scent 3%","Reviews are written collectively (customers as a group), neutral and factual. Do not use first-person words (I, my, me, we, our). No external facts; only use information present in the input. Prefer patterns/themes over one-off anecdotes.","Big bottles and great price works great Great quality !. | It holds up to  Easy to use, long lasting results, great price & quick shipping. | Love......works great, cures well and is so shiny and smooth!","Love......works great, cures well and is so shiny and smooth! | Big bottles and great price works great Great quality !.",Don't waste your money.. | Don't waste your money 💰.,"Based on 55 verified reviews (avg rating 4.3/5, credibility 1.00). Top themes: Value 37%, Usability 30%, Quality 20%, Content 7%, Delivery 3%, Scent 3%. Reviews are written collectively (customers as a group), neutral and factual. Do not use first-person words (I, my, me, we, our). No external facts; only use information present in the input. Prefer patterns/themes over one-off anecdotes."
B0792PPP99,3.365,52,1,"Quality (9), Fit (6), Usability (5), Value (4), Delivery (2), Scent (2)","Quality 32%, Fit 21%, Usability 18%, Value 14%, Delivery 7%, Scent 7%","Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.","Love the colors and they are alot in the bag great quality for the price definitely will be buying more Variety of colors. | Great colors and they're much more durable than  They keep  Quality was excellent!. | aside from the smell, which does go away after wearing them, great value You get what you pay for.","Love the colors and they are alot in the bag great quality for the price definitely will be buying more Variety of colors. | love all of the colors, but    Great buy.","The first time use is not bad, but after that   Pretty and strong. | they smell like diesel fuel.","Based on 52 verified reviews (avg rating 3.4/5, credibility 1.00). Top themes: Quality 32%, Fit 21%, Usability 18%, Value 14%, Delivery 7%, Scent 7%. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
