parent_asin,avg_rating,review_count,credibility_score,themes,summary,formatted_summary
B07892N3C6,4.820512821,39,1,"Quality (5), Value (4), Delivery (2), Usability (13)","The smell is horrible, very pungent and nauseating! There may not be fragrance in it but due to his it's been packaged and it stored, it causes headache, burning eyes and nose. It is an eco friendly way to wash them because there is no plastic to throw out.","Based on 39 verified reviews (avg rating 4.8/5, credibility 1.00): The smell is horrible, very pungent and nauseating! There may not be fragrance in it but due to his it's been packaged and it stored, it causes headache, burning eyes and nose. It is an eco friendly way to wash them because there is no plastic to throw out."
B07894LH23,4.7265625,128,1,"Quality (22), Value (8), Delivery (6), Usability (16)",Olive Oil Soap Bar. The olive oil soap is good for dry skin Got to make wool dreads. The size bar you get is huge.. Moisture is great. Finishes wool woven fabrics. No plastic or harmful ingredients.,"Based on 128 verified reviews (avg rating 4.7/5, credibility 1.00): Olive Oil Soap Bar. The olive oil soap is good for dry skin Got to make wool dreads. The size bar you get is huge.. Moisture is great. Finishes wool woven fabrics. No plastic or harmful ingredients."
B0789759NC,4.457627119,59,1,"Quality (2), Value (3), Delivery (3), Usability (9)","Art of the Root is the best. Anything from Art of theRoot is worth it!! Really works. Smells amazing.. definitely have been attracting a lot of new opportunities. Will be ordering again,  $$$$ Unpleasant smell, nothing special about spray. Usee. Scent not very pleasant. Sprayed as suggested including car, home, purse and wallet. Nothing special It Works. Every since.","Based on 59 verified reviews (avg rating 4.5/5, credibility 1.00): Art of the Root is the best. Anything from Art of theRoot is worth it!! Really works. Smells amazing.. definitely have been attracting a lot of new opportunities. Will be ordering again,  $$$$ Unpleasant smell, nothing special about spray. Usee. Scent not very pleasant. Sprayed as suggested including car, home, purse and wallet. Nothing special It Works. Every since."
B07897M441,3.675,40,1,"Quality (5), Value (9), Delivery (3), Usability (26)","The battery lasts about a week or two before you have to recharge. It is too easy to accidentally turn the unit off when using it, based on the location of the on/off button. The battery has no limit so it will overcharge and be ruined quickly.","Based on 40 verified reviews (avg rating 3.7/5, credibility 1.00): The battery lasts about a week or two before you have to recharge. It is too easy to accidentally turn the unit off when using it, based on the location of the on/off button. The battery has no limit so it will overcharge and be ruined quickly."
B078GB1Y4S,4.393442623,61,1,"Quality (10), Value (9), Delivery (2), Usability (17)",Love this brush. This brush is sturdy and I love how it feels in my hair Good quality. Son loves this brush...keeps static out of his hair Missing bristle brand new. Never been used and already faulty.,"Based on 61 verified reviews (avg rating 4.4/5, credibility 1.00): Love this brush. This brush is sturdy and I love how it feels in my hair Good quality. Son loves this brush...keeps static out of his hair Missing bristle brand new. Never been used and already faulty."
B078H884ZG,3.892307692,65,1,"Quality (7), Value (13), Delivery (7), Usability (30)","These are perfect for storing your units & easy to assemble. Easy to assemble, the top circle on one of them wasn't snug and popped off but it is on there okay ... for the price it's okay but not perfect. Just don't buy these, a waste of money.","Based on 65 verified reviews (avg rating 3.9/5, credibility 1.00): These are perfect for storing your units & easy to assemble. Easy to assemble, the top circle on one of them wasn't snug and popped off but it is on there okay ... for the price it's okay but not perfect. Just don't buy these, a waste of money."
B078J32XBK,3.803571429,280,1,"Quality (22), Value (64), Delivery (12), Content (4), Usability (90)",This waterpik works great. It’s authentic and the packaging was brand new. This is a really good deal to get both the full size and travel size together. The full size tank lasts for 90 seconds and everything is as it should be.,"Based on 280 verified reviews (avg rating 3.8/5, credibility 1.00): This waterpik works great. It’s authentic and the packaging was brand new. This is a really good deal to get both the full size and travel size together. The full size tank lasts for 90 seconds and everything is as it should be."
B078JFH7QV,4.744,125,1,"Quality (13), Value (18), Delivery (16), Content (3), Usability (13)","You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we' Keep it factual and neutral.","Based on 125 verified reviews (avg rating 4.7/5, credibility 1.00): You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we' Keep it factual and neutral."
B078JRS4LJ,4.567010309,97,1,"Quality (39), Value (36), Delivery (1), Usability (4)","Great product with a great price! Nice bows. A nice variety of colors. The bows stayed in really good even with a 2 year old running around and playing. Super colorful, well made and great buy for all the you get.","Based on 97 verified reviews (avg rating 4.6/5, credibility 1.00): Great product with a great price! Nice bows. A nice variety of colors. The bows stayed in really good even with a 2 year old running around and playing. Super colorful, well made and great buy for all the you get."
B078K4HSPB,3.917808219,73,1,"Quality (4), Value (13), Usability (49)","Mymakeup.com reviews are written collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'","Based on 73 verified reviews (avg rating 3.9/5, credibility 1.00): Mymakeup.com reviews are written collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'"
B078KTR1Y4,3,51,1,"Quality (2), Value (9), Delivery (5), Usability (5)","These aren’t gel, like the written description says!. Be aware the description says “gel” polish but they are not! The colors are not even the nice ones on the picture. Wasted of money.","Based on 51 verified reviews (avg rating 3.0/5, credibility 1.00): These aren’t gel, like the written description says!. Be aware the description says “gel” polish but they are not! The colors are not even the nice ones on the picture. Wasted of money."
B078NLV991,3,25,1,"Quality (8), Value (11), Usability (11)","Reviews are written collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers. Avoid using personal pronouns like 'I', 'my', or 'we' Keep it factual and neutral.","Based on 25 verified reviews (avg rating 3.0/5, credibility 1.00): Reviews are written collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers. Avoid using personal pronouns like 'I', 'my', or 'we' Keep it factual and neutral."
B078R1YZ3P,4.518518519,54,1,"Quality (6), Value (10), Usability (19)","Perfect Shade. If you happen to have been a henna head, and you are growing out the salt and pepper gray, this is the perfect shade. It's super easy to apply because of the angle. It was worth the expense.","Based on 54 verified reviews (avg rating 4.5/5, credibility 1.00): Perfect Shade. If you happen to have been a henna head, and you are growing out the salt and pepper gray, this is the perfect shade. It's super easy to apply because of the angle. It was worth the expense."
B078SDZNV6,4.484848485,33,1,"Quality (1), Value (2), Delivery (1), Content (1), Usability (7)",No poo matter in your toothbrush. Protects  Great Buy. They are perfect for traveling but  They are so easy to use they simply clip on the head of the tooth brush. Love them. They fit  Price seems a little high but the quality is great.,"Based on 33 verified reviews (avg rating 4.5/5, credibility 1.00): No poo matter in your toothbrush. Protects  Great Buy. They are perfect for traveling but  They are so easy to use they simply clip on the head of the tooth brush. Love them. They fit  Price seems a little high but the quality is great."
B078TMS2CQ,3.538461538,26,1,"Quality (1), Value (9), Content (1), Usability (4)","Do not be fooled by this knock-off. It is a lot thinner than the real version, and if you buy a real tube, you can compare the weight. The real is a bit heavier, has a fuller brush and does not have a bad chemical scent.","Based on 26 verified reviews (avg rating 3.5/5, credibility 1.00): Do not be fooled by this knock-off. It is a lot thinner than the real version, and if you buy a real tube, you can compare the weight. The real is a bit heavier, has a fuller brush and does not have a bad chemical scent."
B078TWJWPS,3.37037037,54,1,"Quality (1), Value (9), Usability (31)",Not a tinting or henna makeup product.. it is not a tint! It is pasty waterproof makeup that comes with no instructions on how it is supposed to be used. The brushes are very cheaply made and   You will have to order better brushes to use this product properly and that just adds to the cost.,"Based on 54 verified reviews (avg rating 3.4/5, credibility 1.00): Not a tinting or henna makeup product.. it is not a tint! It is pasty waterproof makeup that comes with no instructions on how it is supposed to be used. The brushes are very cheaply made and   You will have to order better brushes to use this product properly and that just adds to the cost."
B078V3JB8K,4.465517241,58,1,"Quality (5), Value (3), Delivery (2), Content (1), Usability (39)","Perfect size for carry on or purse. Easy to fill and use. Versatile, small and easier to squeeze thicker products like conditioner for non-check bags. Nice small size and seem leakproof this far.","Based on 58 verified reviews (avg rating 4.5/5, credibility 1.00): Perfect size for carry on or purse. Easy to fill and use. Versatile, small and easier to squeeze thicker products like conditioner for non-check bags. Nice small size and seem leakproof this far."
B078VNNN2H,4.24,50,1,"Quality (3), Value (14), Delivery (1), Usability (21)",Great for Beading Hair!. These work great for beading  Not what  It didn't work for the needles that  So it wasn't what i expected had to return product Interesting.. Much larger than   Easy to use. God send.,"Based on 50 verified reviews (avg rating 4.2/5, credibility 1.00): Great for Beading Hair!. These work great for beading  Not what  It didn't work for the needles that  So it wasn't what i expected had to return product Interesting.. Much larger than   Easy to use. God send."
B078W2K47L,5,28,1,"Quality (5), Value (6), Delivery (3), Content (1), Usability (7)","Masks feel so great on the skin!!  But, the glow was a healthy glow rather than an oily glow. The hydrating mask also evened out  You get lots of BTS photo cards as well! Fine. The box  was great. All four boxes were neatly packed inside the larger box and everything was intact. Nice quality and good packaging. This was a surprise gift for   A lot of product provided, packaging is solid and they've loves using the","Based on 28 verified reviews (avg rating 5.0/5, credibility 1.00): Masks feel so great on the skin!!  But, the glow was a healthy glow rather than an oily glow. The hydrating mask also evened out  You get lots of BTS photo cards as well! Fine. The box  was great. All four boxes were neatly packed inside the larger box and everything was intact. Nice quality and good packaging. This was a surprise gift for   A lot of product provided, packaging is solid and they've loves using the"
B078W2X8PG,4.342105263,38,1,"Quality (9), Value (6), Delivery (3), Content (1), Usability (10)","Perfect, sturdy quality. Made   Quality of this plastic tube is very good! Very pleased with this item. Exactly as described. Great pricing, fast shipping. Will definitely do business with again if / when.","Based on 38 verified reviews (avg rating 4.3/5, credibility 1.00): Perfect, sturdy quality. Made   Quality of this plastic tube is very good! Very pleased with this item. Exactly as described. Great pricing, fast shipping. Will definitely do business with again if / when."
B078W6XC3C,3.146666667,75,1,"Quality (2), Value (16), Delivery (2), Content (1), Usability (56)",This comes in a nice hard case which is great for travel. It comes with one soft brush for daily use and a harder brush for once a week or so use. There is a silicone brush head which is for dry sensitive skin types. The brush runs on batteries which did not come with   They are AA batteries. There are two speeds- slower for dailyuse and higher for the harder brush to exfoliate.,"Based on 75 verified reviews (avg rating 3.1/5, credibility 1.00): This comes in a nice hard case which is great for travel. It comes with one soft brush for daily use and a harder brush for once a week or so use. There is a silicone brush head which is for dry sensitive skin types. The brush runs on batteries which did not come with   They are AA batteries. There are two speeds- slower for dailyuse and higher for the harder brush to exfoliate."
B078WZGPDB,4.455696203,79,1,"Quality (16), Value (10), Delivery (2), Usability (18)","Super soft, light, and perfect!.   This works beautifully!!!  The towels are super soft and light and  They are very absorbent and help   Before finding these    The loop is part of the hem, which  The colors are as they appear in the picture. They are nice soft neutral colors.","Based on 79 verified reviews (avg rating 4.5/5, credibility 1.00): Super soft, light, and perfect!.   This works beautifully!!!  The towels are super soft and light and  They are very absorbent and help   Before finding these    The loop is part of the hem, which  The colors are as they appear in the picture. They are nice soft neutral colors."
B078XL1D64,3.823529412,34,1,"Quality (1), Value (2), Usability (13)","Annie Classic Foam Cushion Rollers. Love these rollers. They keep their shape and the fasteners have stayed closed, so far, unlike the Sally’s Beauty Brand!!! not to happy. Plastic fastener keeps popping off.","Based on 34 verified reviews (avg rating 3.8/5, credibility 1.00): Annie Classic Foam Cushion Rollers. Love these rollers. They keep their shape and the fasteners have stayed closed, so far, unlike the Sally’s Beauty Brand!!! not to happy. Plastic fastener keeps popping off."
B078XNF5J1,3.25,28,1,"Quality (1), Value (6), Usability (10)","This is by far the absolute worst shampoo and conditioner  It leaves your hair looking and feeling like straw, not to mention does NOTHING for added volume. Not only do you have to wash your hair twice it made  Doesn't moisturize at all.","Based on 28 verified reviews (avg rating 3.2/5, credibility 1.00): This is by far the absolute worst shampoo and conditioner  It leaves your hair looking and feeling like straw, not to mention does NOTHING for added volume. Not only do you have to wash your hair twice it made  Doesn't moisturize at all."
B078YCFZDB,4.289124668,377,1,"Quality (33), Value (45), Delivery (5), Content (8), Usability (198)","Good. Helped eyes with my drops a lot Great late night eye relief. Recommended for dry eye problem but very soothing. Nice but no cover to keep it clean.. As far as comfort and fit,  The reason for 4 stars is two-fold.","Based on 377 verified reviews (avg rating 4.3/5, credibility 1.00): Good. Helped eyes with my drops a lot Great late night eye relief. Recommended for dry eye problem but very soothing. Nice but no cover to keep it clean.. As far as comfort and fit,  The reason for 4 stars is two-fold."
B078YJ8GSG,3,39,1,"Quality (3), Value (9), Content (1), Usability (3)","You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we' Keep it factual and neutral.","Based on 39 verified reviews (avg rating 3.0/5, credibility 1.00): You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we' Keep it factual and neutral."
B078YV2PHL,4.315789474,38,1,"Value (1), Usability (11)","You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we' Keep it factual and neutral.","Based on 38 verified reviews (avg rating 4.3/5, credibility 1.00): You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we' Keep it factual and neutral."
B078Z6MGVW,4.222222222,126,1,"Quality (11), Value (50), Delivery (9), Content (1), Usability (27)","Wig is silky soft it curls perfect length and I was able to get it same day Used Used used wig!!!!!. Bad dye job must have ruined hair. Sink full of black dye.loads of split ends. Want to reorder but want nice wig like the first. Amazing. Great wig, looks so natural and fast shipping!","Based on 126 verified reviews (avg rating 4.2/5, credibility 1.00): Wig is silky soft it curls perfect length and I was able to get it same day Used Used used wig!!!!!. Bad dye job must have ruined hair. Sink full of black dye.loads of split ends. Want to reorder but want nice wig like the first. Amazing. Great wig, looks so natural and fast shipping!"
B079197K1M,3.555555556,27,1,"Quality (6), Value (5), Content (2), Usability (10)",These pumps work great with castile soap. I make my own handsoap and shavjng cream and use these pumps. It’s a great money saver. The foam feels nice and creamy on  Less waste and children have fun making foam.,"Based on 27 verified reviews (avg rating 3.6/5, credibility 1.00): These pumps work great with castile soap. I make my own handsoap and shavjng cream and use these pumps. It’s a great money saver. The foam feels nice and creamy on  Less waste and children have fun making foam."
B0791G8SKW,4.309090909,55,1,"Quality (8), Value (10), Delivery (2), Content (3), Usability (13)","The top coat dries so fast under the lamp . Too thick! Some parts of nail polish just wont come off and others just peel with use. If you prep your nails correctly, you will get about a week of really nice wear out of this product.","Based on 55 verified reviews (avg rating 4.3/5, credibility 1.00): The top coat dries so fast under the lamp . Too thick! Some parts of nail polish just wont come off and others just peel with use. If you prep your nails correctly, you will get about a week of really nice wear out of this product."
B0791LZNK9,4.318181818,44,1,"Quality (2), Value (7), Delivery (1), Content (1), Usability (11)",Regis Root Boost Volumizing Foam is a great hair volumizer. It gives volume without making your hair feel dirty. This product is a waste of time and money. It is suppose to be a root lifter and it did not lift anything.,"Based on 44 verified reviews (avg rating 4.3/5, credibility 1.00): Regis Root Boost Volumizing Foam is a great hair volumizer. It gives volume without making your hair feel dirty. This product is a waste of time and money. It is suppose to be a root lifter and it did not lift anything."
B0792P86RW,2.965517241,29,1,"Value (4), Usability (5)","You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we' Keep it factual and neutral.","Based on 29 verified reviews (avg rating 3.0/5, credibility 1.00): You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we' Keep it factual and neutral."
B0792PPP99,3.365384615,52,1,"Quality (11), Value (5), Delivery (2), Usability (14)",Good product. Received on time and undamaged. Long lasting stretch and no pinch like regular elastic bands. Used these to make face mask required during the Covid-19 pandemic. The vibrant colors matched well with various fabrics.,"Based on 52 verified reviews (avg rating 3.4/5, credibility 1.00): Good product. Received on time and undamaged. Long lasting stretch and no pinch like regular elastic bands. Used these to make face mask required during the Covid-19 pandemic. The vibrant colors matched well with various fabrics."
B0792Q3T59,4.407407407,27,1,"Quality (2), Value (4), Usability (5)","Vegamur thickens, lengthens andstays put. It lasts all day without smudging or smearing and looks amazing! The brush makes it very hard to apply normally, it’s somewhat clumpy but not awful, doesn’t give much volume. The tip of the brush is bigger and makes it easier to work with lashes.","Based on 27 verified reviews (avg rating 4.4/5, credibility 1.00): Vegamur thickens, lengthens andstays put. It lasts all day without smudging or smearing and looks amazing! The brush makes it very hard to apply normally, it’s somewhat clumpy but not awful, doesn’t give much volume. The tip of the brush is bigger and makes it easier to work with lashes."
B0793RGV6C,4.377777778,135,1,"Quality (41), Value (36), Delivery (2), Content (1), Usability (37)",These tools are perfect for an at home pedicure. They could also be taken to the nail salon in lieu of their tools. These tools came in handy during the 2020 pandemic and  Great kit.,"Based on 135 verified reviews (avg rating 4.4/5, credibility 1.00): These tools are perfect for an at home pedicure. They could also be taken to the nail salon in lieu of their tools. These tools came in handy during the 2020 pandemic and  Great kit."
B0794WZ452,4,26,1,"Quality (6), Value (11), Delivery (2), Content (1), Usability (7)","Super cute and soft, great lace, but too poofy!. okay so the lace front of this wig is amazing and looks super legit, but the volume is a bit much for it to look realistic. Feels soft, curls are nice, hair line doesn't look too wiggy, not shiney fake looking.","Based on 26 verified reviews (avg rating 4.0/5, credibility 1.00): Super cute and soft, great lace, but too poofy!. okay so the lace front of this wig is amazing and looks super legit, but the volume is a bit much for it to look realistic. Feels soft, curls are nice, hair line doesn't look too wiggy, not shiney fake looking."
B0794X6RVJ,3.785714286,28,1,"Quality (2), Value (5), Usability (3)","You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'","Based on 28 verified reviews (avg rating 3.8/5, credibility 1.00): You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'"
B0794X73F1,3.4,25,1,"Quality (1), Value (4), Delivery (2), Usability (2)","The light is very bright and helpful. It is about 3 inches in diameter. It fits in small places and can be manipulated to go any direction you want, which is great. The lighting has two settings - great for those of   both settings are effective.","Based on 25 verified reviews (avg rating 3.4/5, credibility 1.00): The light is very bright and helpful. It is about 3 inches in diameter. It fits in small places and can be manipulated to go any direction you want, which is great. The lighting has two settings - great for those of   both settings are effective."
B079568S2R,3.703703704,54,1,"Quality (2), Value (4), Delivery (1), Content (1), Usability (15)",The best organic deodorant  Five Stars. Great scent and not overpowering  Works well. Melts in the heat even when in the cabinet and will hoop on or in the winter it crumbles so you have to keep it under your pit for a minute.,"Based on 54 verified reviews (avg rating 3.7/5, credibility 1.00): The best organic deodorant  Five Stars. Great scent and not overpowering  Works well. Melts in the heat even when in the cabinet and will hoop on or in the winter it crumbles so you have to keep it under your pit for a minute."
B0796TH5CG,4.47311828,93,1,"Quality (9), Value (12), Delivery (1), Content (3), Usability (16)",This brush is not as good as   It sheds like crazy and the bristles are way too long. This is a woman’s brush for long hair not for 360 waves. My son loves how soft it is Five Stars.,"Based on 93 verified reviews (avg rating 4.5/5, credibility 1.00): This brush is not as good as   It sheds like crazy and the bristles are way too long. This is a woman’s brush for long hair not for 360 waves. My son loves how soft it is Five Stars."
B0796TVJFQ,4.348837209,43,1,"Value (7), Delivery (3), Usability (2)","Smells so clean and fresh. Wore it once and everyone at work complimented   Daughter loved it!. Comes with a shower gel, lotion and perfume. Scent is definitely for a young lady, very fruity/floral. Sweet scent, light, but it fades fast.","Based on 43 verified reviews (avg rating 4.3/5, credibility 1.00): Smells so clean and fresh. Wore it once and everyone at work complimented   Daughter loved it!. Comes with a shower gel, lotion and perfume. Scent is definitely for a young lady, very fruity/floral. Sweet scent, light, but it fades fast."
B0797GW888,4.476190476,105,1,"Quality (11), Value (11), Content (1), Usability (25)",Great brush for long hair. Helps reduce hair loss. This brush is awesome Use it on  Awesome for brushing out tangled tails Good brush. It is a lot easier to brush wet hair as it doesn’t snag your hair.,"Based on 105 verified reviews (avg rating 4.5/5, credibility 1.00): Great brush for long hair. Helps reduce hair loss. This brush is awesome Use it on  Awesome for brushing out tangled tails Good brush. It is a lot easier to brush wet hair as it doesn’t snag your hair."
B0797MXMCP,3.743243243,74,1,"Quality (17), Value (5), Delivery (4), Usability (64)","Great. Works wells, pops off nail Not enough sizes to fit. A decent product for a decent price. These are nice and flexible, making removal super easy. They can be reused, once you clean them and sanitize them.","Based on 74 verified reviews (avg rating 3.7/5, credibility 1.00): Great. Works wells, pops off nail Not enough sizes to fit. A decent product for a decent price. These are nice and flexible, making removal super easy. They can be reused, once you clean them and sanitize them."
B0797Q1D4B,4.755555556,90,1,"Quality (9), Value (6), Delivery (3), Usability (22)","These are long, soft and absorb great! No more water trickling down. Thicker and very absorbent. Not microfiber...Thank God..   The microf fiber are terrible. They came exactly as described and in a timely manner.","Based on 90 verified reviews (avg rating 4.8/5, credibility 1.00): These are long, soft and absorb great! No more water trickling down. Thicker and very absorbent. Not microfiber...Thank God..   The microf fiber are terrible. They came exactly as described and in a timely manner."
B0798PN6DD,4.392857143,112,1,"Quality (19), Value (14), Delivery (1), Usability (16)",These scrunchies are very nice! They are super soft and perfect to sleep in. For curly girls these are a yes! Put my hair in a loose bun on top of my head and the next morning let my curls down without the frizz and rubberband marks.,"Based on 112 verified reviews (avg rating 4.4/5, credibility 1.00): These scrunchies are very nice! They are super soft and perfect to sleep in. For curly girls these are a yes! Put my hair in a loose bun on top of my head and the next morning let my curls down without the frizz and rubberband marks."
B0798S8C41,2.7,30,1,"Quality (3), Value (3), Delivery (1), Content (1), Usability (6)",The shampoo has a slight banana fragrance. A little too drying on the hair. Not for color treated hair but very cleansing to the skin and scalp. Does make a great body wash after swimming in the pool. Made dandruff worse and irritated rest of skin.,"Based on 30 verified reviews (avg rating 2.7/5, credibility 1.00): The shampoo has a slight banana fragrance. A little too drying on the hair. Not for color treated hair but very cleansing to the skin and scalp. Does make a great body wash after swimming in the pool. Made dandruff worse and irritated rest of skin."
B079BDZ5ZG,2.783783784,37,1,"Value (6), Delivery (3), Usability (9)",Steamer. Didn't straighten my daughter's thick hair Thick curly hair. If you use straightener serum before using it works better with the steam Granddaughter loved it. Don’t waste your money.,"Based on 37 verified reviews (avg rating 2.8/5, credibility 1.00): Steamer. Didn't straighten my daughter's thick hair Thick curly hair. If you use straightener serum before using it works better with the steam Granddaughter loved it. Don’t waste your money."
B079C5X51D,4.2,25,1,"Value (9), Delivery (1), Usability (7)",Large quantity so u won’t misplace ur deodorant. Like that so many came in one pack. No white marks or discoloration on dark color shirts. works fine - still leaves white/yellow marks. Great price.,"Based on 25 verified reviews (avg rating 4.2/5, credibility 1.00): Large quantity so u won’t misplace ur deodorant. Like that so many came in one pack. No white marks or discoloration on dark color shirts. works fine - still leaves white/yellow marks. Great price."
B079C7X4ZQ,2.869565217,69,1,"Value (3), Delivery (1), Usability (22)","Mofajang Hair Wax Dye Styling Cream Mud, White. Has Mica, so more silver than white. Use on dry hair, great for gray/white color enhancement. Works well with dark hair.","Based on 69 verified reviews (avg rating 2.9/5, credibility 1.00): Mofajang Hair Wax Dye Styling Cream Mud, White. Has Mica, so more silver than white. Use on dry hair, great for gray/white color enhancement. Works well with dark hair."
B079CW539Y,4.566666667,150,1,"Quality (60), Value (48), Delivery (6), Content (1), Usability (20)","These are, by far, some of the best cotton rounds. They're absorbent and don't shed or fall apart, unlike most of the others on the market. The cotton is extremely soft, perfect for removing makeup. Will definitely be ordering again.","Based on 150 verified reviews (avg rating 4.6/5, credibility 1.00): These are, by far, some of the best cotton rounds. They're absorbent and don't shed or fall apart, unlike most of the others on the market. The cotton is extremely soft, perfect for removing makeup. Will definitely be ordering again."
B079D9B49C,4.153846154,39,1,"Quality (1), Value (1), Usability (12)","African Shea Butter is great for skin, nails, cuticles, even hair. The gold color is very evenly distributed. This is excellent for super dry skin. It is hard to spread but it does very well for moisturizing.","Based on 39 verified reviews (avg rating 4.2/5, credibility 1.00): African Shea Butter is great for skin, nails, cuticles, even hair. The gold color is very evenly distributed. This is excellent for super dry skin. It is hard to spread but it does very well for moisturizing."
B079F67V9B,2.694444444,72,1,"Quality (6), Value (9), Usability (17)","Do not fall for this over-hyped product. Bottom of the barrel customer service (there is none). Try calling. You are dealing with a recorded message, with long wait period. The product itself is like using glue on the face.","Based on 72 verified reviews (avg rating 2.7/5, credibility 1.00): Do not fall for this over-hyped product. Bottom of the barrel customer service (there is none). Try calling. You are dealing with a recorded message, with long wait period. The product itself is like using glue on the face."
B079HF1LRD,4.28,75,1,"Quality (2), Value (15), Delivery (4), Content (2), Usability (18)","Love this !! Noticed the difference in    a little pricey but worth it Great,conditioning shampoo--no foam One Star. This is not the miracle you want it to be.. .. after that... not so much.","Based on 75 verified reviews (avg rating 4.3/5, credibility 1.00): Love this !! Noticed the difference in    a little pricey but worth it Great,conditioning shampoo--no foam One Star. This is not the miracle you want it to be.. .. after that... not so much."
B079HWJ1C4,4.666666667,27,1,"Quality (1), Value (2), Delivery (1), Usability (9)",This is the answer to all people that have gel nails. After u soak ur nails then use this little device and polish is scraped off. Great value. Works like a charm! Too sharp. Just a little too sharp for me Very good.,"Based on 27 verified reviews (avg rating 4.7/5, credibility 1.00): This is the answer to all people that have gel nails. After u soak ur nails then use this little device and polish is scraped off. Great value. Works like a charm! Too sharp. Just a little too sharp for me Very good."
B079J49XFM,2.654205607,107,1,"Quality (3), Value (12), Delivery (2), Usability (42)","Love Frownies!! Helps !. Love these Frownie!! !  Uncomfortable. So uncomfortable, messy, and felt like it ripped. The patches wouldn’t stay on. Useless. How can these possibly have good reviews? They are utterly useless.","Based on 107 verified reviews (avg rating 2.7/5, credibility 1.00): Love Frownies!! Helps !. Love these Frownie!! !  Uncomfortable. So uncomfortable, messy, and felt like it ripped. The patches wouldn’t stay on. Useless. How can these possibly have good reviews? They are utterly useless."
B079JPNPF3,4.201612903,124,1,"Quality (14), Value (22), Delivery (2), Content (2), Usability (45)","Aeroblend is the lightest, most long-wearing foundation ever. Despite having sensitive skin, this makeup has not caused a single breakout. The color is decent but tends to rub off easily.","Based on 124 verified reviews (avg rating 4.2/5, credibility 1.00): Aeroblend is the lightest, most long-wearing foundation ever. Despite having sensitive skin, this makeup has not caused a single breakout. The color is decent but tends to rub off easily."
B079K3815X,4.769230769,52,1,"Quality (15), Value (19), Usability (11)","Two-pack includes two brushes for less than a typical beard/stache brush this is still a great deal. The handle is long for daily carry, but  Good. The black does turn grey due to chalk use when climbing, but it’s not something a good wipe won’t fix.","Based on 52 verified reviews (avg rating 4.8/5, credibility 1.00): Two-pack includes two brushes for less than a typical beard/stache brush this is still a great deal. The handle is long for daily carry, but  Good. The black does turn grey due to chalk use when climbing, but it’s not something a good wipe won’t fix."
B079KW81R1,3.4875,80,1,"Quality (20), Value (17), Delivery (12), Usability (16)","Well designed. One end was detached..fixed it with a bit of glue.. good solid product Broken upon arrival.. This came from China - took forever, and arrived broken right in the middle of the handle. Took forever to ship. The product was great but it took over for  Works well.","Based on 80 verified reviews (avg rating 3.5/5, credibility 1.00): Well designed. One end was detached..fixed it with a bit of glue.. good solid product Broken upon arrival.. This came from China - took forever, and arrived broken right in the middle of the handle. Took forever to ship. The product was great but it took over for  Works well."
